SA4,2024-07-01 00:00:00,2024-06-01 00:00:00,2024-05-01 00:00:00,2024-04-01 00:00:00,2024-03-01 00:00:00,2024-02-01 00:00:00,2024-01-01 00:00:00,2023-12-01 00:00:00,2023-11-01 00:00:00,2023-10-01 00:00:00,2023-09-01 00:00:00,2023-08-01 00:00:00,2023-07-01 00:00:00,2023-06-01 00:00:00,2023-05-01 00:00:00,2023-04-01 00:00:00,2023-03-01 00:00:00,2023-02-01 00:00:00,2023-01-01 00:00:00,2022-12-01 00:00:00,2022-11-01 00:00:00,2022-10-01 00:00:00,2022-09-01 00:00:00,2022-08-01 00:00:00,2022-07-01 00:00:00,2022-06-01 00:00:00,2022-05-01 00:00:00,2022-04-01 00:00:00,2022-03-01 00:00:00,2022-02-01 00:00:00,2022-01-01 00:00:00,2021-12-01 00:00:00,2021-11-01 00:00:00,2021-10-01 00:00:00,2021-09-01 00:00:00,2021-08-01 00:00:00,2021-07-01 00:00:00,2021-06-01 00:00:00,2021-05-01 00:00:00,2021-04-01 00:00:00,2021-03-01 00:00:00,2021-02-01 00:00:00,2021-01-01 00:00:00,2020-12-01 00:00:00,2020-11-01 00:00:00,2020-10-01 00:00:00,2020-09-01 00:00:00,2020-08-01 00:00:00,2020-07-01 00:00:00,2020-06-01 00:00:00,2020-05-01 00:00:00,2020-04-01 00:00:00,2020-03-01 00:00:00,2020-02-01 00:00:00,2020-01-01 00:00:00,2019-12-01 00:00:00,2019-11-01 00:00:00,2019-10-01 00:00:00,2019-09-01 00:00:00,2019-08-01 00:00:00,2019-07-01 00:00:00,2019-06-01 00:00:00,2019-05-01 00:00:00,2019-04-01 00:00:00,2019-03-01 00:00:00,2019-02-01 00:00:00,2019-01-01 00:00:00,2018-12-01 00:00:00,2018-11-01 00:00:00,2018-10-01 00:00:00,2018-09-01 00:00:00,2018-08-01 00:00:00,2018-07-01 00:00:00,2018-06-01 00:00:00,2018-05-01 00:00:00,2018-04-01 00:00:00,2018-03-01 00:00:00,2018-02-01 00:00:00,2018-01-01 00:00:00,2017-12-01 00:00:00,2017-11-01 00:00:00,2017-10-01 00:00:00,2017-09-01 00:00:00,2017-08-01 00:00:00,2017-07-01 00:00:00,2017-06-01 00:00:00,2017-05-01 00:00:00,2017-04-01 00:00:00,2017-03-01 00:00:00,2017-02-01 00:00:00,2017-01-01 00:00:00,2016-12-01 00:00:00,2016-11-01 00:00:00,2016-10-01 00:00:00,2016-09-01 00:00:00,2016-08-01 00:00:00,2016-07-01 00:00:00
204 Hume,3.00996289,2.82451538,2.75646086,3.04032823,3.02562022,2.76523826,2.88917549,2.73824449,2.55863681,2.52239694,2.43028527,2.54984159,2.45207659,2.51455642,2.44058353,2.84969043,2.84522398,2.89425891,3.04931801,2.56381608,2.63704752,2.61715983,2.42099541,2.61081001,2.3325036,2.23099559,2.43314871,2.87165968,2.90173019,2.95102104,3.06188431,2.64275037,2.80392164,2.96214355,2.8749212,2.78516938,2.96526465,2.84097579,3.13828635,3.51568572,3.87611145,4.11483252,4.12353111,3.81455917,4.0836486,3.99393144,4.14511021,4.35115986,4.16960383,4.21452273,3.86118231,3.75399366,3.66246461,3.58714902,3.63625484,3.38001851,3.03778561,3.05088156,3.16937998,3.2065475,3.02793786,3.01467966,3.1406413,3.34961807,3.40346046,3.65154412,3.7071221,3.14644963,3.31563058,3.29303364,3.36062754,3.50514567,3.58759334,3.74408886,3.67690361,3.86912037,4.02284709,4.19606674,4.41743194,4.12893681,3.66473428,3.82624134,3.98121315,3.84299738,3.91877543,3.38082399,3.89005297,4.10169921,4.09686061,4.14020877,4.28150532,3.95643103,3.99383471,3.74116254,4.13659809,4.17062456,3.94326794
205 Latrobe - Gippsland,6.24145224,5.9425621,6.2865147,6.36118763,6.51849605,6.21767816,6.09321998,5.77348653,5.78239935,5.1967555,5.11875015,5.54525693,4.81708949,5.1412,5.45040398,5.91330044,5.66905091,5.9037419,6.3101842,4.80341884,5.00866176,5.07670057,5.09823786,5.33925868,4.45567888,4.75633853,5.24919727,5.87445954,5.90260483,6.0638291,5.96618428,5.28096376,5.56992712,6.01646081,5.84914867,5.38528003,5.88045603,5.65833924,6.18366044,6.96863708,7.70989517,7.52680713,8.01014085,7.69745984,7.78994227,7.64568174,7.46920897,8.09610849,7.50983096,8.07209437,7.49751722,7.0482929,6.92750996,6.92591273,7.22582053,6.37633254,5.66453667,5.90278223,6.29249886,6.30109269,5.92867356,5.93368798,5.87475339,6.11995861,6.82697939,7.20935298,7.3512197,6.28900443,6.10639419,6.58831055,6.92057042,7.18289933,7.04284176,7.83760404,7.4348255,7.85171266,8.44887566,8.64015042,8.7790443,8.76284611,7.72841948,7.83832584,8.28944549,8.61379604,8.05498149,7.71181866,8.06756681,8.41170226,8.61046572,8.9677915,8.574443,8.02542464,7.94503858,7.86680197,8.34674043,8.21839905,8.57011237
215 Victoria - North West,2.7586386,2.6225741,2.78374913,2.79716252,2.74455778,2.7351505,2.69011546,2.51352674,2.41715015,2.41713255,2.27995248,2.36043367,2.4610303,2.42827918,2.36735107,2.63916478,2.69112473,2.77178055,2.94176917,2.39267396,2.28449903,2.41658877,2.4269575,2.39612344,2.23121754,2.14629216,2.44540571,2.69206593,2.6840256,2.78852441,2.72796405,2.52713258,2.36722769,2.67033018,2.64291558,2.5211169,2.62716227,2.51035049,2.70088241,3.09848359,3.39226745,3.48708299,3.52347147,3.26974562,3.338552,3.36956879,3.25074917,3.52841827,3.13510607,3.62993235,3.26708662,3.16825881,3.1836394,2.94956245,3.21931986,2.85356219,2.68218367,2.66361022,2.70383402,2.83820463,2.56891389,2.63568024,2.66635439,2.82281104,2.86502608,3.24406699,3.15889761,2.74212059,2.78289615,2.78622226,2.99277525,3.01975427,3.0624452,3.18017022,3.06181638,3.29077233,3.53652965,3.64630262,3.79785535,3.56564301,3.23903787,3.29857665,3.39263933,3.53801577,3.35164504,3.16097262,3.39656878,3.43419497,3.67561317,3.81546301,3.65801183,3.36260456,3.42944315,3.39146797,3.55141906,3.61001825,3.56768994
216 Shepparton,2.6107224,2.51006807,2.72432688,2.6238369,2.68125139,2.63743275,2.69191238,2.52552172,2.30159672,2.22481478,2.23948715,2.30326134,2.22934468,2.22981253,2.29013327,2.60989486,2.53671508,2.70482246,2.86120514,2.58535854,2.73229049,2.92131596,2.20393522,2.35941191,2.04083533,2.09549416,2.30631273,2.49562018,2.57310774,2.6870629,2.74217914,2.36311379,2.43193988,2.71018201,2.697152,2.45988573,2.53518428,2.60294398,2.69391234,3.05547729,3.37174405,3.38411083,3.54032631,3.35992265,3.44079894,3.52400174,3.47935816,3.65672625,3.44884282,3.62241268,3.46859549,3.29523563,3.2555515,2.96192649,3.32374156,2.79117622,2.61538107,2.65392021,2.6330176,2.79037429,2.65311352,2.52814734,2.69812106,2.88596665,2.98755093,3.15889096,3.22984853,2.80457067,3.05173267,2.9941661,3.08693765,3.2098991,3.20475932,3.28060751,3.21308413,3.43960736,3.58075584,3.79183423,3.91335673,3.79702162,3.36197902,3.38955484,3.53550723,3.69100486,3.60033342,3.3778106,3.40362168,3.56913843,3.70116936,3.6870858,3.64591273,3.49600704,3.375478,3.32576787,3.39613664,3.47245695,3.58422049
217 Warrnambool and South West,1.81385613,1.8452072,1.90808593,1.87394794,1.88968989,1.94395367,1.86982363,1.71742746,1.6932455,1.62622596,1.60186423,1.69632426,1.66917986,1.59154634,1.70913648,1.88221228,1.77629884,1.91927389,1.90527559,1.67004935,1.60385548,1.66608494,1.66992608,1.62936685,1.65121728,1.54797405,1.67154246,1.9177811,1.97086865,2.01189812,2.00131566,1.84848153,1.80110591,1.9383689,1.98419546,1.85899177,1.91517875,1.80388141,2.06882606,2.33408076,2.4671936,2.59584674,2.60768619,2.42961102,2.51489219,2.48248939,2.55193475,2.52806361,2.51017513,2.65538089,2.60242668,2.38961282,2.44326167,2.30874108,2.43029355,2.21041954,2.09040454,2.09642924,2.14580037,2.21571938,2.12346703,2.11121956,2.02391144,2.2503987,2.34774298,2.40979887,2.54143219,2.2158417,2.21651791,2.17562827,2.38011734,2.46778063,2.4615291,2.4432572,2.45640746,2.58168159,2.65637144,2.9047651,2.79982227,2.7301249,2.44843582,2.54031027,2.63722333,2.63728768,2.58584082,2.44091824,2.60166739,2.67891722,2.87249844,2.96123486,2.82439288,2.67008811,2.56323239,2.58935562,2.74338316,2.73744036,2.65064228
301 Brisbane - East,5.72490589,4.80747449,5.13347713,5.51997435,5.39148563,5.19030303,5.04319291,5.16662607,4.77445031,5.10911405,4.17632031,4.92173061,5.27755809,4.51442937,4.81235741,4.71326139,5.15156395,4.73284504,4.7318836,4.12338473,3.9486268,3.790904,3.63989165,4.36259583,3.85342797,4.78575662,4.63814901,4.74067445,4.85211148,5.23736531,5.70995877,4.81486732,4.84378416,5.0857701,5.29228996,6.33266062,5.796928,5.78466031,6.38334214,7.22084125,7.41810588,7.79947368,8.46530442,7.61983194,7.16049119,7.86100116,8.00278703,7.61690719,8.62232086,8.20666723,8.21289828,7.53341781,6.64110787,6.64326361,7.22709614,5.70412848,5.59549321,6.37446583,5.66003348,7.00756841,6.23988712,6.41815981,6.15478569,6.58719001,7.04838377,6.72669407,6.93810951,5.98636213,6.21609574,6.05868577,5.79393329,6.83271938,6.1997685,6.40823322,6.52525768,6.8763021,6.95295005,7.81672043,6.89286476,5.5987679,5.63589707,6.01045757,6.04749847,6.1673568,6.41140471,7.02170585,6.74411324,6.94332897,7.13623618,8.04857646,7.1698453,6.06954446,5.74182752,5.59992534,5.85667156,5.83924763,5.95535026
302 Brisbane - North,5.33526977,4.59569452,4.68979175,4.85754926,5.34244593,5.1751086,4.63018031,4.60089016,4.45411065,4.22215674,3.9117949,4.2765727,4.84815828,3.956054,4.60410172,4.39257491,4.73271514,4.37962512,4.71132286,3.78799848,3.15888738,3.26761526,4.07632837,3.65939401,3.75837512,4.45569599,4.35472515,4.74636913,4.72905426,4.97165724,4.9293797,4.37437027,4.78913597,4.92072291,5.32362278,5.63154155,5.64853927,5.95056469,5.98428009,6.56025961,7.09769354,7.05091149,8.48485361,7.38438968,7.16817295,7.94937102,7.88527791,7.29415343,8.59752815,7.93143549,7.82601414,7.23399476,6.21702912,6.68740678,6.85064906,5.34744696,5.36718653,5.9646238,6.12056008,6.1211525,6.24230245,6.34587975,6.04095569,6.3600039,6.73913578,6.35473548,6.89369437,5.292033,5.911142,6.0231398,5.70179166,6.58014772,6.25747752,6.10804538,5.97991946,6.79870413,6.88469048,6.85497689,6.35530146,5.02912039,5.21053116,5.30013951,5.87426413,5.40526233,5.87631434,6.43601657,6.34542202,5.86785116,6.37755152,7.53229972,6.58847997,5.46281321,5.31808423,5.17058435,5.8865701,5.72685377,5.75827311
303 Brisbane - South,10.50777658,8.27846049,9.44145762,9.58761517,9.54726748,9.51733758,10.16408633,8.99319208,8.48090163,8.33052586,8.41137151,8.86516232,9.6700964,8.23663283,8.91223603,7.54178415,9.09404034,8.68081112,8.2809876,7.3287873,6.28549508,6.64227047,7.80267849,6.5770321,7.861962,8.1613082,8.3887528,9.51785572,9.38241415,9.43579505,9.80539703,8.79641268,8.89694066,10.51887321,9.84050963,11.62231388,11.88253198,11.47825266,11.88028287,13.89249135,13.88911133,14.98799028,16.61639933,14.90448941,15.17380498,15.72149088,14.30618187,13.54774087,16.87194524,15.20325749,15.09616984,12.36702051,12.75367418,12.45965188,12.87663453,10.4169296,10.48769163,10.89335592,11.84930941,11.94469139,11.37744218,12.66686376,11.44399287,12.03230618,12.97704033,11.94836742,12.62253791,11.52585991,10.61013677,10.91979409,11.38103862,11.96214749,11.26020093,12.20856219,11.80608605,12.61932711,12.21562551,13.77790754,13.65998847,10.81852436,10.23069316,10.45683324,9.80072813,11.54792166,12.29407178,12.51892507,11.60672871,11.63989951,13.06998985,15.47306577,11.84367322,11.96904315,9.69126627,9.88955825,11.70267424,11.72014945,10.19663343
304 Brisbane - West,4.0999008,3.45414242,3.55451475,3.86516427,4.02154688,3.60077345,3.83182465,3.43376999,3.52402685,3.36829512,3.28746372,3.17888897,3.77210921,3.16121823,3.42566842,3.45123556,3.5553194,3.75161447,3.66232436,3.15729512,2.78234136,2.75847244,3.33953853,3.01139483,3.12726306,3.59082254,3.71091141,3.4796708,3.6413259,4.29920057,4.31572116,3.75458463,3.87973372,4.21228022,4.07715383,4.7403512,4.79898808,4.72310819,5.13392262,5.78841293,5.79218977,6.09396198,7.17858422,6.54566177,5.83844377,6.92906392,6.56371025,6.36964876,6.97784507,6.58409208,6.98746512,5.47363314,4.94985519,5.44307054,5.26463793,4.07565664,4.39609095,4.67341503,4.74866895,4.83180954,4.97120492,5.00060348,4.93169393,4.7163108,5.40047468,5.29640968,5.32952005,4.55709956,4.24415368,4.59482967,4.73666715,5.03272497,4.96681599,4.84315441,4.93199633,5.49726855,5.26700131,5.85786736,5.57407175,4.78130307,4.40376819,4.37933893,4.83442784,4.84464973,5.20571275,5.01791777,5.06886824,4.87792821,5.35248573,5.97883257,5.30285719,4.50192799,4.46603162,4.11744643,4.82689016,4.07072746,4.69557956
305 Brisbane Inner City,7.62321438,7.18880136,6.60812016,6.73293575,7.71019626,7.46149915,7.29059155,7.11744064,6.62310478,6.68535473,6.38901007,6.17971342,7.81721313,5.84525897,5.84448484,6.52003034,7.01857396,7.33725431,6.60798227,5.56426081,5.31788877,5.00904168,5.55462857,5.58925472,6.11803367,6.12726846,6.63717086,6.71717546,7.05910233,7.60911968,7.78918432,6.51329864,6.51715803,7.73019364,7.27480844,8.9933266,8.33349124,8.22422702,8.83396671,9.8085573,10.65726859,11.20949045,11.8559327,11.29479161,10.87795755,11.51780644,11.19402591,11.64445854,11.91498601,11.93132971,11.54049615,10.81879857,8.38392631,8.27356656,8.79114558,6.97655225,6.46934477,7.94189012,7.86856773,7.97194853,7.9221957,8.24208711,7.63817339,7.457728,8.755977,8.42730375,8.17362267,7.09796395,7.34757134,7.53941795,7.27636663,8.04269736,7.38659601,7.04055496,7.85039671,8.1300305,8.28676408,9.00741425,7.82048417,6.73248228,5.99692307,6.6703908,6.8904029,7.09708472,7.32880142,7.94370468,7.58497455,7.16522893,8.1365877,9.49293838,7.93036984,6.98814295,6.27737815,6.40615169,6.84120749,6.7761646,6.50777313
310 Ipswich,13.02125744,11.04014878,12.68752016,12.02463344,13.60803624,13.46822823,12.00037424,11.47727633,12.40199257,11.10826798,8.68159381,11.62408464,12.49076009,10.93435141,10.44292443,10.77501597,11.50720963,11.70965602,11.20041247,8.850191,8.39981946,8.28197821,9.21382472,9.18704195,10.33001415,10.09637666,11.02901419,11.5437381,11.00436911,11.80890234,11.72666077,10.67618692,10.38029222,12.93865829,12.37043071,13.18060365,13.25889309,13.5432684,14.27633595,16.00115583,16.40082818,17.37694969,18.32098741,17.1311419,16.0148373,17.7932877,16.61391236,15.9194558,18.40655448,17.10753754,16.03320095,17.34213562,14.80681788,15.40536344,16.9772361,12.8488916,14.2685612,15.36835018,15.84831604,15.35156629,15.09933041,16.05311905,15.89622919,14.89640258,16.94534447,14.55785162,15.40917742,13.56583689,14.05648645,14.12391914,14.37172816,15.30212453,13.97143363,14.14139242,14.86494672,15.7915434,15.56705418,16.30916543,15.89194272,12.26505749,12.26813008,13.20158645,13.0039487,13.01657506,14.79694489,15.23023348,13.63743577,13.57135213,14.87666823,16.33642507,13.69208056,13.3664031,11.68664083,10.75262769,13.37627184,12.67349978,11.23824639
311 Logan - Beaudesert,12.9201853,11.5982353,12.34854483,11.6976508,13.1490826,13.10411102,11.66165129,11.37289528,11.38049202,11.1615014,9.78631612,10.64976661,12.28372644,9.07702289,11.03698733,10.16209707,11.19358857,11.71572972,10.50661305,8.46727326,7.83145882,8.27765895,8.90312038,8.94704651,9.32227955,9.84237263,9.64143079,10.96144248,10.73499015,10.96265795,11.57516854,9.8170997,10.16812378,12.44309962,12.03647549,12.35649629,13.03372526,12.82808157,13.44240985,14.91174155,15.4316375,16.42297552,17.64865527,15.6511226,16.12977331,16.3784539,15.76872124,15.58228084,17.88492187,15.48987392,14.91610562,15.46677789,13.67809062,14.969758,15.74439669,11.70577224,12.81915646,13.88795633,13.67242628,13.88766805,13.72175402,13.39931906,14.46275646,13.90028878,14.58439094,14.31015907,13.86337097,12.94354255,12.79186382,12.36623812,12.95527157,13.82283541,12.45034637,12.9194579,14.03000781,13.86701945,13.7542544,15.29488773,14.06139778,11.34022606,10.35582461,12.05217886,12.6753435,11.76002075,13.05307404,13.75619706,12.54487392,12.91725728,13.48645364,15.15564494,12.87954368,11.11834868,10.12366776,10.3673413,11.11029644,11.89057064,10.49467806
313 Moreton Bay - North,8.73436975,6.97389784,7.60699858,8.2550164,8.56203545,8.05607583,8.40238226,7.52021758,7.43419933,7.52673359,6.76355365,7.45306325,7.37753557,6.65524304,7.2432639,6.98393455,7.80748435,7.53613475,6.86477514,5.72268197,5.50402055,5.45673005,6.1487177,5.78436428,6.35170948,7.05299665,7.11434256,7.52514703,7.17721268,7.85260486,7.87434487,6.60960249,6.86209564,8.08768861,8.30791203,8.63102394,8.49827079,8.77140239,9.00429361,9.6411097,10.62246137,10.96509433,11.59065094,11.14331119,10.58294466,11.17321961,10.73266909,10.51268827,11.7402923,10.97428733,11.04042967,9.89961659,10.06965093,10.81247269,10.97593792,7.68653884,9.00187238,9.8769185,9.80682748,9.90222422,9.52073053,10.03774469,10.00904541,9.87817185,10.51061023,9.63803838,10.01559647,9.14849416,9.07201421,8.97048734,9.18951584,9.65198889,9.34748591,9.47263449,9.93616414,10.25626745,10.08478037,10.61844404,9.88364979,8.52400769,7.69294218,8.27572658,8.62638411,8.92577871,8.9449942,9.99227945,9.41800492,9.63773851,9.02986643,11.03714704,9.78179748,7.51374186,7.84009102,8.11778658,7.84504229,8.73743513,8.04622555
314 Moreton Bay - South,5.36747932,4.53886234,4.55586843,4.94143736,5.20044719,5.25736424,4.6505784,4.66370905,4.47241457,4.62140395,4.37373059,4.34938051,4.46583627,4.04520712,4.55154518,4.32777401,4.60052061,4.69352645,4.29585897,3.77000307,3.29786759,3.48410151,4.02834222,3.31094449,4.11969581,4.27798896,4.39035634,4.68405192,4.50339552,5.05509513,4.96967846,4.30081512,4.54651237,5.37334902,5.25513157,5.76444151,5.50080025,5.74658947,6.1113112,6.54605845,6.87501585,7.50590252,8.27506344,7.17662873,7.2019917,7.80707287,7.47234644,7.27419829,8.40068205,8.15875008,7.55282799,7.15467416,6.38121015,6.50992194,6.89302499,5.10985005,5.39267111,5.72864063,6.24980585,5.79339365,5.97551201,5.97724183,6.04062859,5.7001949,6.62542533,6.17595549,6.37138069,5.33184461,5.19353096,5.61144979,5.40909329,6.05155418,5.35231222,5.69603308,6.12027845,5.9908912,6.15000335,6.50663845,5.56801234,5.04509737,4.85020197,4.33000099,5.13958728,5.12511799,5.02723235,5.53823328,5.44635374,5.55747201,5.97182421,6.45563404,5.57923934,4.75897553,4.4287557,4.20501525,5.18746091,4.95643297,4.53037552
306 Cairns,7.73181795,5.52244967,6.8273817,6.97521212,7.5892188,7.45475869,7.97093911,6.80382372,6.25217612,6.65005258,5.73303699,6.0599686,6.71179049,6.40832233,6.24708434,6.07348737,7.23133958,6.83552889,6.57893923,5.61470559,4.24008873,5.02882098,5.83930509,5.14973506,5.87894402,6.51437466,6.36231515,6.88581018,6.28965327,7.02376059,6.89282995,6.39240653,6.77570904,7.25502704,6.32083171,6.97957112,6.97991052,7.50336082,7.61335327,8.00589831,8.68268015,9.77391772,9.70789883,9.07400951,8.97775471,9.87860424,10.27451145,9.79419187,11.75120536,10.73635749,10.45916161,9.59606409,8.82815599,8.27621558,9.13541779,7.10897184,7.72102033,8.37276924,8.78778138,8.96672825,8.08830919,8.43752819,8.69641015,7.91687588,9.13079853,8.56144295,7.33194638,7.21819759,7.5561041,7.67134993,7.2179095,8.07553781,7.8281798,7.76663966,8.50708814,9.04572463,9.23778363,9.36507498,8.56900138,7.26563126,6.7471734,7.4945918,7.12065938,7.56212231,7.43653659,7.85089322,7.70844876,8.10402468,8.33700618,10.38286713,8.4868268,7.31231169,7.05431162,6.99455129,8.05317564,8.24371739,8.27217798
307 Darling Downs - Maranoa,2.23242219,2.22349555,2.30072776,2.22159965,2.28263194,2.2495076,2.57441251,2.14378856,2.09921273,2.22679545,2.01616456,2.09862468,2.26137786,1.95893741,2.1502904,2.06043809,2.22074597,2.08953381,2.19449207,1.85699769,1.61422843,1.82110514,1.89687029,1.84331318,1.99919811,2.01012154,2.11225273,2.17648033,2.11681902,2.258918,2.26541328,2.12840976,2.12540852,2.40864635,2.24495084,2.28288574,2.34049761,2.41900139,2.60616138,2.75924243,2.83148076,2.99102587,3.28862781,2.87805964,2.52925142,3.13713526,3.31238303,3.28173983,3.58313162,3.30164875,3.08318795,3.10344085,2.91610479,3.04850957,3.23772332,2.55639549,2.72468767,2.78912594,3.04492978,3.26852817,2.89358387,2.96518414,3.02740272,2.89095699,3.07024187,2.92191,3.0192348,2.59644212,2.65428853,2.63250265,2.64728788,2.75847836,2.62681291,2.70715489,2.97344844,3.00518564,2.99691754,3.18856198,2.82125974,2.60113881,2.39338324,2.50545164,2.42765886,2.56926022,2.64781513,2.55889484,2.48553676,2.61905839,2.83760817,3.30332647,2.78747643,2.46510494,2.43768725,2.51203074,2.53124803,2.73443582,2.70372734
308 Central Queensland,6.65107468,5.7656959,6.02300068,6.12643219,6.4025576,6.73630116,6.29438482,5.76221472,5.97149908,5.83337736,5.45955242,5.85676251,6.59585403,5.58997279,5.96129229,5.71211538,6.49901037,6.11318955,5.98536101,5.02708723,4.30615291,4.70098782,5.33897318,4.86713732,5.03991915,5.50888117,5.82514923,6.16592557,5.7821236,6.40346402,6.45975513,6.17736884,6.11455013,6.81589079,6.45786251,6.18097684,6.59898064,7.39731405,7.13642324,7.85625639,7.52261689,8.83704516,9.05917972,8.16989139,8.49940711,9.30749377,9.13466673,9.05684273,9.878608,9.18565294,9.23108385,8.44289863,8.50660253,8.20610406,8.72495332,7.33593765,8.3742858,9.28515518,9.22904135,9.17771624,9.05308855,9.32364765,8.10545945,8.48399145,9.06038021,8.74907731,8.95435461,7.64346692,7.511144,7.92502709,7.95529446,8.08168859,8.041994,7.90272565,8.66986631,9.91708644,9.64135475,9.7622933,8.83486956,7.98434295,7.45557473,7.56610004,7.72587303,7.49006239,7.752095,8.47174415,7.82335218,8.49559973,8.83036559,9.86550964,9.18412768,7.64083362,7.39346046,7.77550087,8.66183007,8.31715348,7.98309016
309 Gold Coast,12.27517099,11.70709801,11.75484376,12.12051199,14.66054493,11.72401136,13.87798451,11.7377501,11.45359243,11.83432558,9.93854844,11.36807381,11.60753324,10.28911111,11.59985277,11.97179354,11.05834908,10.14169315,11.40700798,9.60463391,7.95664931,8.63802282,9.70256778,7.95164162,9.74670641,11.21904301,10.20390955,11.01895566,12.47432883,13.1751366,13.1423803,13.24592127,12.68968161,13.68047799,13.90288833,13.74822025,15.30277516,15.5742061,15.58431741,17.84962803,20.03300385,21.67589375,22.11959998,21.04355739,23.10712822,25.8857601,24.12409763,25.03560632,30.35952704,27.54097191,25.17585723,22.47694334,15.71125137,17.99674564,18.44794635,14.54751666,15.99686488,17.48342594,18.96896392,18.49814911,16.98871497,18.56978257,18.851978,17.01341333,18.14736236,17.16857814,17.78721051,15.68549764,16.31628375,16.24665029,15.45559307,17.04893858,15.47878198,16.10877486,18.17725125,18.28642176,17.86181151,20.87924486,18.31185032,16.39080711,15.19846959,16.12347651,17.07458038,14.58644543,15.41328821,17.86078964,15.78051231,16.63441349,19.87290096,23.16692697,16.58150553,14.0499509,15.97495622,15.55286451,18.07096416,17.01045348,18.69619212
312 Mackay - Isaac - Whitsunday,3.27998082,3.07256903,3.25380762,3.56579879,3.56912605,3.52858616,3.4362779,3.10950496,3.27054418,3.12723085,2.84326405,3.0455568,3.43861549,3.03630447,3.31230912,3.05118597,3.14547337,3.56884061,3.30477625,2.92345488,2.27794333,2.38389934,2.95687331,2.68780467,2.98020873,3.19867803,3.24565099,3.43432728,3.14841541,3.41916176,3.87139949,3.39968961,3.13841603,3.9578211,3.47586718,3.47240623,3.80697821,3.9113592,4.03705278,4.33069673,4.73565017,4.55111372,5.3951313,5.01003652,4.95717501,5.35492484,5.3075201,5.25953653,6.05760199,5.71598193,5.50885098,5.09168064,4.10813895,4.54860012,4.81075563,3.79741436,4.30960952,4.36943923,4.53116002,4.8296842,4.53992996,4.86764251,4.72337173,4.60017124,4.8924998,4.77734703,4.25892722,3.97002287,3.93434866,4.28725324,3.98356714,4.45511535,3.97937796,4.20798471,4.6235836,5.14662857,5.32445099,5.36375894,4.80133391,4.34246777,3.95281202,4.19277207,4.40784269,4.22109301,4.36270001,4.61170605,4.71671647,4.67771797,5.49725857,6.13148099,5.04874567,4.6868379,4.29409279,4.56670078,4.90801174,4.84946048,5.06527907
315 Queensland - Outback,2.80403521,2.45601153,2.60718689,2.61431232,2.82866042,2.83759129,2.75834202,2.60910794,2.49451185,2.55577114,2.36557215,2.53062806,2.72364462,2.42808299,2.59911015,2.56065122,2.74399784,2.76597312,2.59819839,2.2920115,2.07268396,2.14596182,2.28674291,2.17536283,2.25211201,2.45874709,2.44840329,2.55741492,2.53245261,2.73406205,2.68022755,2.56990861,2.50412444,2.7000735,2.4988067,2.52989733,2.54352652,2.54912478,2.6050729,2.69735013,2.78715597,2.92045765,3.02669701,2.92244528,2.83851721,3.16030731,3.060781,2.97567782,3.19371265,2.88302662,2.83382964,2.87812335,2.89653765,3.04520761,3.11034865,2.68795229,2.84189548,3.06895621,3.09778431,3.06711725,2.98634628,3.03778614,2.93214172,2.8475709,3.00970829,2.91534079,2.84007145,2.53846762,2.51010081,2.58100739,2.54604987,2.61926808,2.49822244,2.56545383,2.73485371,2.87395509,2.99707048,3.1053469,2.81472452,2.43295978,2.30624519,2.38664093,2.37569368,2.37444159,2.38213461,2.48994266,2.52472577,2.64879964,2.81319471,3.20589285,2.86722537,2.65386582,2.49139499,2.5402532,2.86166507,2.90217335,2.92980047
